text,label
"考研热自习室抢手 高校出招解占位难题 图 本报8月28日《考研占座 图书馆挤爆门》的报道引起了热议,不少大学生打来电话反映考研 微博 占座比较困难。据了解 ,受高校扩招影响,教学资源紧张,校园中大部分教室白天都会安排一些课程,而那些全天没有课的“专用自习室”就显得格外短缺,这些自习室也成为学生争抢的重点,而今年考研学生增多,这一现象更加突出。对此,不少驻青高校也都纷纷出台相应的措施。 采访中记者了解到,为了有一个良好的学习环境,一般考研的学生对自习室的要求比较高,希望能有一个固",教育
"趣味测试:你的机遇就要到了吗 烦躁、混乱,就是现在我们的生活状态,一场雨可以让自己的心情down到谷底,一句话也会使自己一天陷入抑郁,我们就这么脆弱么,无能为力时我们总是说心态很重要,但是究竟是什么让我们变得这么沉不住气?撰稿:大智若笨 更多高考信息请访问:新浪高考频道 高考论坛 高考博客圈 高考贴吧 特别说明:由于各方面情况的不断调整与变化,新浪网所提供的所有考试信息仅供参考,敬请考生以权威部门公布的正式信息为准。",教育
"美元走势反复 底部震荡一时难变 每经记者 郑步春 因上周申领失业救济人数低于预期,这使投资者抛美元购买高息币种,周四美元指数大幅回落1.12%,周五回升0.65%,收复周四半数失地。非美方面,因英国央行未在利率会议后追加收购公债计划,英镑大幅回升。商品币种近期因油价较弱且力拓一些麻烦,其走势总体偏弱。预计未来美元整体仍呈底部横盘态势,暂难马上寻到突破方向,操作上可继续持有美元。 利好数据出炉 美元回落 美国劳工部周四公布,上周初请失业金人数降至56.5万人,预测值是6",财经
"盘点:四六级作文中的经典英文台词 1.记住该记住的,忘记该忘记的。改变能改变的,接受不能改变的。 Remember what should be remembered, and forget what should be forgotten.Alter what is changeable, and accept what is mutable. 2.能冲刷一切的除了眼泪,就是时间,以时间来推移感情,时间越长,冲突越淡,仿佛不断稀释的茶。 Apart from tear",教育
"吉林高考分数公布 两女生分享文理状元 图 程思佳:理科702分清华连夜找上门 她来自吉林一中高三十班,此前已通过清华自主招生 记者 郑向东 单丹 报道/摄 本网吉林市讯 在今年高考中,吉林一中高三十班程思佳取得了702分的高分,昨晚,记者第一时间采访到程思佳本人以及她的老师。贾老师用“认真严谨”评价程思佳取得的骄人成绩。 好运来: 打了高分 清华找上门 昨晚11时许,记者找到了程思佳,当时她正与母亲和清华大学招生办的两位老师下楼。记者向其表达了祝贺。据了解,目前程思佳已经和清华",教育
"智运会赛场现甲流病例 两位上海棋手已被确诊隔离 新华网成都11月18日电 记者史春东 李晴扬 记者18日下午从第一届全国智力运动会组委会获悉,五子棋项目上海代表队两位队员被确诊为甲型H1N1流感。 17日上海队的两位队员出现身体不适,智运会组委会当即将两人送至双流县医院接受隔离治疗,同时,连夜将血液样本送至成都市疾控中心进行检测。他们被确诊为甲型H1N1流感。 针对这个情况,组委会自18日下午2点开始对6个赛区展开全面排查,并设立专门的隔离区,一发现有发热症状的选手,立即进行观察治疗",体育
"图文:第16届国际教育展现场人头攒动 第16届中国国际教育巡回展第一站3月12日在北京国贸展厅隆重开幕,来自英国、法国、荷兰、美国等30多个国家和地区的400多所高校和教育机构同场摆擂,展开生源大战。多国使馆或官方教育机构举行最新留学、签证政策、奖学金说明会。教育展之后还将在大连、西安、上海、南京、武汉、广州六个城市巡回展出。图为:第16届国际教育展现场人头攒动。",教育
"切尔西队长完美表现回击嘘声 能拿回世界杯他仍是英雄 记者克韩报道 上周末足总杯淘汰斯托克城打入四强,特里进球后手指队长袖标、大秀肱二头肌,赛后走下球场脱光球衫精赤上身,却依然把袖标留在臂膀上。他是要扮人猿泰山?森林之王? 《泰晤士报》请来的体育心理学家对此解读说:“在动物王国,这叫做炫耀行为,就像猩猩会拍自己的胸脯一样。特里显然处于极大的压力之下,这要不让你变得更顺从、害羞或安静,要不就让你更加想证明自己的优势地位。他让这一切发泄了出来。” 此役蓝军队长确实经受了很多,斯托克球迷从一开场",体育
"舜天内讧升级!外援大佬谋反 巴西四人帮组团欺负人 238天不赢!江苏不倒裴 2010-05-17 特约记者林浩报道 1比1平申花,舜天天又不胜。自从本赛季第二轮主场不敌长春亚泰之后,江苏舜天已经连续六轮保持不败了。纵观今年中超16支队,能和舜天同样做到这一点的,只有山东鲁能。不同的是,打了八轮比赛的舜天仅排在积分榜倒数第三位,而少赛一场的后者则是目前的联赛领头羊。 也就是说,从另外一个角度来看,舜天六轮不败,换来的只有可怜巴巴的6分,而从上赛季第24轮主场4比1击败杭州绿城之后,两个赛",体育
"同济大学2012级硕士生全公费就读 本报讯 记者 董少校 同济大学 微博 近日宣布,将面向2012级全日制硕士研究生推出新的资助政策,无论学术型研究生还是专业学位研究生,都可以获得全额学业奖学金,每人每年1万元,相当于全公费就读,同济大学每年将为此增加投入上千万元。 同济大学每年招收学术型硕士生约2400人、专业学位硕士生约1100人。截至目前,两类研究生都只有部分学生可以获得全额学业奖学金。从2012级开始,全日制硕士研究生将100%享受全额学业奖学金,与学费同额度。此",教育
"湖南9中学获北大“校长推荐”资格 全国161所中学最终被确定具有北京大学2011年“中学校长实名推荐制”资格,湖南省今年共9所,较去年新增5所。10月31日晚11时,北京大学在其招生网站上公示了获推荐资格的中学及校长名单。 “中学校长实名推荐制”从去年的13个省份的39所学校试点、推荐90个名额,今年扩展到了全国范围、推荐学生总额为210名,并有多所农村边远贫困地区和民族地区的中学入选。 1 我省9所学校获推荐资格 2009年底,北大正式推出了“中学校长实名推荐制”,部",教育
"辣评:“加分公示简化”伤害高考权威 浙江省2009年普通高校招生政策加分考生名单,16日通过浙江教育考试网向社会公示后,考生家长致电媒体称,表格中只有4516名考生的报名序号、姓名、加分项目与分值,比2008年简单了许多。“这叫我们监督什么,怎么去监督呢?”考生家长章先生说。 6月21日《京华时报》 抹黑“阳光高考” 张东晓 河南 教体局人员 多年来,高考之所以成为“国考”,正因为其特有的严肃性、科学性和公平性,正因为贫困家庭子女与富有家庭子女可以“站在同一起跑线上”公平",教育
"政协委员黄震建议进一步提高博士研究生待遇 本报讯 记者 董少校 博士研究生是我国高等教育人才培养的最高层次,是我国科技创新与建设创新型国家的生力军,但高校博士研究生的生活状况令人担忧。为此,全国政协委员、上海交通大学副校长黄震建议,进一步提高博士研究生待遇,为博士生潜心学习和研究创造良好环境。 目前,博士研究生的待遇由奖学金 即国家基本补助 、学校补助、导师补助三部分组成。博士生除了能获得国家基本补助每月1000元外,由于许多高校存在“三助”岗位不足、津贴较低,以及一些高校学科",教育
"欧佩克难产会议不会成常态 原油供需格局不改 罗强 因欧佩克部长级会议未能就提高石油产量达成一致,国际油价6月8日小幅上涨,再次站稳于100美元上方。虽然这是欧佩克成员国20年以来首次在 此类问题上未能取得一致,但笔者认为,由于欧佩克成员国总体的利益诉求保持一致,类似的情况并不会成为常态,该组织仍将对国际油价产生关键性的影响,而欧 佩克不增产的决定不会改变原油供需格局,国际油价上涨空间有限。 根据欧佩克条例,欧佩克实行石油生产配额制。如果石油需求上升,或者某些产油国减少了石油产量,",财经
"黑龙江理科状元马强:要做世界级电子精英 图 姓名:马强 毕业学校:大庆实验中学 高考 微博 成绩:710分 数学145分、语文125分、英语141分、理综299分 报考院校:清华大学电子信息工程专业 大庆实验中学高三18班的马强,校内人送外号“强哥”,他以710分的高分拿下我省今年高考理科状元。24日晚,高考成绩发布后,记者拨通了马强的电话,电话那边马强刚打完乒乓球回家,得知自己的成绩,他高兴之余显得很谦虚,“没什么,我只是更幸运一点。” 从小到大 凡事自己拿主意 24日18时,",教育
"国安铁腰或登陆韩国K联赛 两年前已做好出国准备 本报讯 记者张磊 还有四天,国安队的自由人将全部解冻,与俱乐部的最后约束将消失。五名自由球员的去向继续牵动着京城球迷的心。记者了解到,黄博文下赛季有望前往海外发展。知情人士透露,K联赛也许是他的落脚地。如此一来,杨昊前往广州恒大的道路似乎更加平坦,加上杜文辉去意渐明,徐云龙和王长庆成为俱乐部重点挽留的对象。 作为国安一手培养起来的球员,黄博文志向并不在国内联赛,前往海外发展成为其主要追求。队友评价小黄的去向时都表示:“如果到国外肯定还能",体育
"燃料油上涨级别和力度取决于原油能否筑底成功 “春江水暖油先知”。作为最能反映全球宏观经济变化状况的商品,原油在世界宏观经济的前进历程中始终扮演着重要的角色。进入到2009年以来,在外围经济不见好转的影响下,原油保持持续低迷态势,维持在35-48美元区间,呈现出弱市下探的态势。 而作为原油的下游产品,燃料油在国内经济保持平稳运行前期预期下,具有鲜明的抗跌性,进入到一月上旬以来表现的尤为突出。本周一的涨停更是将这一特性发挥得淋漓尽致,在多空双方相互交错的情况下,沪燃油的下一步继续走高",财经
"钢材需求释放远低预期 库存重回增仓轨道 据国内知名钢铁现货交易平台“西本新干线”提供的最新市场分析,上海建筑钢材价格出现连续下挫,单周吨价跌幅达到230元,创出今年春节之后的跌幅之最。华东一些主流钢厂难得地推出“降价+优惠”的出厂价政策。需求释放远低于此前预期,一些手里握有较大比重高价位资源的贸易商估计已处“浮亏”的境地,市场库存重回增仓的轨道,市场的探底过程或将持续。 据“西本新干线”监测,在最近的一周内,上海建筑钢材价格连续下挫,吨价单周跌幅达到230元,创下春节以来钢价",财经
