label,category,text,text_processed
0,体育,"王治郅第五次到海口感叹很美 男篮将边训练边放松 南海网5月17日海口消息 南海网记者韩博文张茂 已经集结完毕的中国男篮今日下午飞抵海口,并将在海口进行为期一周的无球体能训练。 下午16时50分左右,中国国家男篮主教练邓华德率先走出机场,一身黑衣加牛仔裤,显得异常轻松。随后,男篮集训队队员王治郅、王仕鹏、朱芳雨、刘炜、孙悦在内的国家队全体队员相继走出机场。 在接受南海网记者独家采访时,王治郅表示此次已经是第五次来海口,感觉海南很美、天气也很舒服,这一次在海南训练,主要会以恢复体能、恢复",王治郅 第五次 海口 感叹 男篮 将边 训练 放松 南海 17 海口 消息 南海 博文 张茂 已经 集结 完毕 中国男篮 今日 下午 飞抵 海口 海口 为期 一周 无球 体能训练 下午 16 50 左右 中国 国家 男篮 主教练 邓华德 率先 走出 机场 一身 黑衣 牛仔裤 显得 异常 轻松 随后 男篮 集训队 队员 王治郅 王仕鹏 朱芳雨 刘炜 孙悦 在内 国家队 全体 队员 相继 走出 机场 接受 南海 独家 采访 王治郅 此次 已经 第五次 海口 感觉 海南 天气 舒服 一次 海南 训练 主要 会以 恢复 体能 恢复
3,教育,"聚焦2010高考:裸考呼声不绝 加分或面临转折 编者按:今年是《国家中长期教育改革和发展规划纲要 2010-2020年 》启动实施之年。教育部考试中心主任戴家干日前在接受媒体采访时表示,今年高考将体现国家教育中长期发展规划纲要的要求,评价体系要发生变化。教育部考试中心将从实施考务和命题两方面贯彻教育规划纲要提出的要求。在这样的大背景下,今年高考自然更受瞩目,招考政策、考生人数、录取方式、考场安全等都成为关注的焦点。 近几年高考加分造假案频出,引发舆论的极大关注。一项调查显示,大多数人",聚焦 2010 高考 裸考 呼声 加分 面临 转折 编者按 今年 国家 中长期 教育 改革 发展 规划 纲要 2010 2020 启动 实施 教育部考试中心 主任 戴家干 日前 接受 媒体 采访 今年 高考 体现 国家 教育 中长期 发展 规划 纲要 要求 评价 体系 发生变化 教育部考试中心 实施 考务 命题 方面 贯彻 教育规划 纲要 提出 要求 这样 背景 今年 高考 自然 更受 瞩目 招考 政策 考生 人数 录取 方式 考场 安全 成为 关注 焦点 近几年 高考 造假 频出 引发 舆论 极大 关注 一项 调查 显示 大多数
2,财经,"多头有备而来 郑糖上演逼空行情 周一,白糖市场各个盘面继续大幅上涨,在中小散户获利平仓作用下一度高开低走,但郑盘收盘仍然高踞,大量多单压着高价收盘。收盘时,1005合约报4788元/吨,较前一日上涨179元,涨幅为3.88%。 现货盘和期货盘步调一致但走法不一,显示了郑盘多头资金已经基本上甩开了2008/09榨季的基本面,凸显其金融属性,多头开始死磕空头,直到有人投降为止。 前期多头资金曾经犹豫过一阵子,但青海会议无疑坚定了多头的信心,为上涨行情添上一把火。青海会议期",多头 有备而来 郑糖 上演 逼空 行情 周一 白糖 市场 各个 盘面 继续 大幅 上涨 中小 散户 获利 平仓 作用 一度 高开低走 郑盘 收盘 仍然 高踞 大量 单压 高价 收盘 收盘 1005 合约 4788 较前 一日 上涨 179 涨幅 3.88% 现货 期货 步调一致 走法 显示 郑盘 多头 资金 已经 基本上 甩开 2008 09 榨季 基本面 凸显 金融 属性 多头 开始 空头 直到 有人 投降 为止 前期 多头 资金 曾经 犹豫 一阵子 青海 会议 无疑 坚定 多头 信心 上涨 行情 添上 一把 青海 会议
2,财经,"回归现货 期货业探寻转型之路 证券时报记者 游石 十年前行业不景气,成就了期货公司产品事业部模式;五年前商品牛市,大营销中心模式后来居上。虽然期货业靠天吃饭,但变是永恒的主题。 面对今年行业由高增长跌入谷底,南华期货副总经理唐启军指出,期货业应该回归现货,有效服务产业经济是期货公司应该选择的转型之路。 南华期货是期货公司业务转型的成功样板。早在2001年行业最为低迷时期,南华期货前瞻性地投资成立了业内第一家期货研究所,以专业化研究帮助公司树立起品牌。公司通过研究所搭",回归 现货 期货业 探寻 转型 证券时报 游石 十年 行业 不景气 成就 期货 公司 产品 事业部 模式 五年 商品 牛市 营销中心 模式 后来居上 虽然 期货业 靠天吃饭 但变 永恒 主题 面对 今年 行业 增长 跌入 谷底 南华 期货 副总经理 唐启军 指出 期货业 应该 回归 现货 有效 服务 产业 经济 期货 公司 应该 选择 转型 南华 期货 期货 公司 业务 转型 成功 样板 2001 行业 最为 低迷 时期 南华 期货 前瞻性 投资 成立 业内 第一家 期货 研究所 专业化 研究 帮助 公司 树立 品牌 公司 研究所
0,体育,"47分大溃败后邓华德做出回应 他的用意其实很简单 由于非洲兄弟科特迪瓦的仗义相助,小组赛仅胜一场的中国男篮凭借小分上的优势幸运地获得小组出线权。“被出线”后的中国队异常兴奋,主教练邓华德在最后一场与土耳其的小组赛上将本队的首发阵容来了一个“乾坤大挪移”,结果以40:87惨败。这场比赛引起了各方强烈争议,央视主持人直言“这么弄,不妥当”,而邓华德赛后则批评央视不懂球。 “娃娃兵”表现不咋的 提前一轮出线后,中国男篮在对阵土耳其的比赛中派上了平均年龄只有20.4岁的首发阵容:于澍龙和郭艾伦",47 分大 溃败 邓华德 做出 回应 用意 其实 简单 由于 非洲 兄弟 科特迪瓦 仗义 相助 小组赛 仅胜 一场 中国男篮 凭借 小分 优势 幸运地 获得 小组 出线权 出线 中国队 异常 兴奋 主教练 邓华德 最后 一场 土耳其 小组赛 上将 本队 首发 阵容 乾坤 挪移 结果 40 87 惨败 这场 比赛 引起 各方 强烈 争议 央视 主持人 直言 这么 妥当 邓华德 赛后 批评 央视 懂球 娃娃兵 表现 提前 一轮 出线 中国男篮 对阵 土耳其 比赛 中派 平均年龄 只有 20.4 首发 阵容 于澍龙 艾伦
0,体育,"白巧克力纽约试训获满堂彩 尼克斯引援却吃锅望盆 新浪体育讯 北京时间8月5日,曾集万千球迷宠爱的“白巧克力”贾森-威廉姆斯继续为自己的复出之路而努力,当地时间今天他在尼克斯接受了试训。据《纽约新闻日报》报道,白巧克力的试训表现相当不错。 据尼克斯队内某位观看了威廉姆斯试训的高层透露,这次试训中白巧克力表现“非常好”,“看起来他的状态相当不错,而且身材保持的也非常完美。”这位尼克斯内部人士称赞道。 威廉姆斯现年33岁,1998年第1轮第7位,杰森-威廉姆斯被国王队选中,先后效力国王、灰",白巧克力 纽约 试训 满堂彩 尼克斯 引援 吃锅 望盆 新浪 体育讯 北京 时间 曾集 万千 球迷 宠爱 白巧克力 贾森 威廉姆斯 继续 自己 复出 之路 努力 当地 时间 今天 尼克斯 接受 试训 纽约 新闻 日报 报道 白巧克力 试训 表现 相当 不错 尼克斯队 某位 观看 威廉姆斯 试训 高层 透露 这次 试训 白巧克力 表现 非常 看起来 状态 相当 不错 而且 身材 保持 非常 完美 这位 尼克斯 内部 人士 称赞 威廉姆斯 现年 33 1998 杰森 威廉姆斯 国王队 选中 先后 效力 国王
3,教育,"福建2010高考分数线划定 一本文科557理539 东快网讯 2010年福建高考录取分数线已划定如下: 理工本科一批为539分,本科二批472分,本科三批433分; 文史本科一批557分,本科二批494分,本科三批464分; 理科专科分数线270分,文科专科333分。",福建 2010 高考 分数线 划定 一本 文科 557 539 东快 网讯 2010 福建 高考 录取 分数线 划定 如下 理工 本科 一批 539 本科 二批 472 本科 三批 433 文史 本科 一批 557 本科 二批 494 本科 三批 464 理科 专科 分数线 270 文科 专科 333
2,财经,"新通胀酝酿商品价格有望回升 证券时报记者 游石 几个月来CPI、PPI一路走低,加重了大多数投资者对宏观经济的忧虑,不过,同时也另有一有部分市场先行者在努力发掘下轮周期的投资机遇。在昨日由鑫国联期货和上海钢联电子商务股份有限公司共同举办的“首届钢铁期货 上海 高峰论坛”上,鑫国联期货董事长洪江源表示,当前全球低利率环境,一定程度上代表商品物价未来的上升,投资者需密切关注汇率、利率以及相关市场的变化情况。 洪江源指出,通过分析美国长短期利差变化,可以对未来经济自然启",通胀 酝酿 商品价格 有望 回升 证券时报 游石 几个 CPI PPI 一路 走低 加重 大多数 投资者 宏观经济 忧虑 不过 同时 一有 部分 市场 先行者 努力 发掘 下轮 周期 投资 机遇 昨日 由鑫 国联 期货 上海 钢联 电子商务 股份 有限公司 共同 举办 首届 钢铁 期货 上海 高峰论坛 国联 期货 董事长 洪江 当前 全球 低利率 环境 一定 程度 代表 商品 物价 未来 上升 投资者 密切 关注 汇率 利率 相关 市场 变化 情况 洪江 指出 分析 美国 长短期 利差 变化 可以 未来 经济 自然
1,科技,"微软诉3公司侵权调解结案 信息时报讯 记者 闫晓光 通讯员 裘晶文 自2009年2月以来,微软公司先后针对广东3家公司非法安装使用软件的行为向法院提起诉讼,记者昨天获悉,三个案件最终均以调解结案。 自2009年2月以来,微软公司先后针对深圳某电子有限公司、佛山某玻璃有限公司和广州某钢结构有限公司未经授权,非法安装使用微软公司拥有著作权的Microsoft Windows和Office系列软件的行为,向法院提起诉讼,要求涉案公司删除侵权软件,赔偿微软公司相关经济损",微软 公司 侵权 调解 结案 信息 时报讯 闫晓光 通讯员 裘晶文 2009 以来 微软公司 先后 针对 广东 公司 非法 安装 使用 软件 行为 法院 提起 诉讼 昨天 获悉 三个 案件 最终 调解 结案 2009 以来 微软公司 先后 针对 深圳 电子 有限公司 佛山 玻璃 有限公司 广州某 钢结构 有限公司 未经 授权 非法 安装 使用 微软公司 拥有 著作权 Microsoft Windows Office 系列 软件 行为 法院 提起 诉讼 要求 涉案 公司 删除 侵权 软件 赔偿 微软公司 相关 经济
1,科技,"Hitwise预计谷歌将进军游戏行业 新浪科技讯 北京时间7月8日晚间消息,据国外媒体报道,Hitwise分析师希瑟 霍普金斯 Heather Hopkins 在一份报告中预计,谷歌将进军游戏行业。 谷歌近期收购了在线旅行服务公司ITA。对此,霍普金斯在报告中表示:“Hitwise已经等待谷歌这一收购很长时间。当谷歌2006年推出谷歌财经时,我们就关注了谷歌的下游产业,并发现旅行服务很明显是谷歌尚未涉足的一个领域。2008年,当谷歌推出谷歌健康时,我们再度发现了这一点。”",Hitwise 预计 谷歌 进军 游戏 行业 新浪 科技 北京 时间 晚间 消息 国外 媒体报道 Hitwise 分析师 希瑟 霍普金斯 Heather Hopkins 一份 报告 预计 谷歌 进军 游戏 行业 谷歌 近期 收购 在线 旅行 服务公司 ITA 对此 霍普金斯 报告 Hitwise 已经 等待 谷歌 收购 长时间 当谷歌 2006 推出 谷歌 财经 关注 谷歌 下游 产业 发现 旅行 服务 明显 谷歌 尚未 涉足 领域 2008 当谷歌 推出 谷歌 健康 再度 发现 一点
0,体育,"商瑞华:学习男足打好亚洲杯 我们比韩国有一优势 新浪体育讯 18日中午在锦江宾馆四季厅,女足主帅商瑞华和队长毕妍出席了中韩战赛前新闻发布会。商瑞华表示:“希望中国在本届亚洲杯上发挥出最高水平,向东亚四强赛上的男足学习。 中韩两队各有特点,韩国队控球占上风,但中国队速度有优势。” 商瑞华首先表示:“韩国女足近几年发展很快,东亚四强赛打日本和中国表现都不错,首场比赛中国和韩国交手,这将是一场精彩的比赛,现在韩国女足的风格更趋向于日本队, 讲究技术配合。我希望女足能向东亚四强赛上的男足学习",商瑞华 学习 男足 亚洲杯 韩国 优势 新浪 体育讯 18 中午 锦江 宾馆 四季 女足 主帅 商瑞华 队长 毕妍 出席 韩战 赛前 新闻 发布会 商瑞华 希望 中国 本届 亚洲杯 发挥 最高 水平 东亚 四强赛 男足 学习 两队 各有特点 韩国队 控球 占上风 中国队 速度 优势 商瑞华 首先 韩国 女足 近几年 发展 很快 东亚 四强赛 日本 中国 表现 不错 首场 比赛 中国 韩国 交手 一场 精彩 比赛 现在 韩国 女足 风格 趋向于 日本队 讲究 技术 配合 希望 女足 东亚 四强赛 男足 学习
2,财经,"猪流感肆虐全球 期市遭遇重创 爆发于墨西哥的猪流感一时间席卷全球,作为饲料蛋白主要提供者豆类期价闻讯全面大幅下挫。其中亚洲电子盘截至内盘收盘时已经下跌57美分,内盘连豆主力a909以3362点收跌停,豆粕主力合约m909几乎是整个交易日都牢牢封在跌停,直到收盘还有近1.5万手的空单封盘。从今日的盘面的情况来看,如此大卖盘压力主要来自于市场对猪流感的恐慌,对猪流感到底对市场造成多大的打击无从了解,最终只能选择空单应对。 从目前各大媒体报道来看,爆发于墨西哥的猪流感来势",流感 肆虐 全球 遭遇 重创 爆发 墨西哥 流感 一时间 席卷 全球 作为 饲料 蛋白 主要 提供者 豆类 期价 闻讯 全面 大幅 下挫 亚洲 电子盘 截至 内盘 收盘 已经 下跌 57 美分 内盘 连豆 主力 a909 3362 点收 跌停 豆粕 主力 合约 m909 几乎 整个 交易日 牢牢 封在 跌停 直到 收盘 还有 1.5 万手 空单 封盘 今日 盘面 情况 来看 如此 卖盘 压力 主要 来自 市场 流感 恐慌 流感 到底 市场 造成 多大 打击 无从 了解 最终 只能 选择 空单 应对 目前 各大 媒体报道 来看 爆发 墨西哥 流感 来势
