label,category,text,source_file
0,体育,"小牛再遭重创! 诺天王亲口证实手指肌腱撕裂 图 新浪体育讯 北京时间6月1日,NBA总决赛首战在迈阿密打响,最终热火92-84力克小牛,取得开门红。达拉斯人今夜不仅输了球,还遭遇了意外的伤病打击。德克-诺维茨基虽然拿下全场最高的27分,但比赛中德国战车左手手指受伤,让小牛雪上加霜。 意外出现在比赛的下半场,当时诺维茨基防守对方大将克里斯-波什,诺天王下手企图掏球,却不慎左手中指挫在了皮球上,导致手指受伤。当时从比赛中看德克的手没有什么太大的问题,实际上这下伤的没那么简单。 比赛结束后",106216.txt
0,体育,"泰达罢训恐难换李广益下课 队员忧心年底横遭清洗 特约记者吕涛天津报道 从23日16点到24日17点,泰达球员罢训只持续了25个小时就宣布结束。关于“李广益是否下课”的最核心问题,表面看是被搁置了起来,不过在背后,几方力量的斗争一刻都没有停歇。 24日下午,于根伟赶到了团泊洼召开会议,告诫球员将心思回到训练和比赛中,许诺尽快解决合同问题。但另一个重要问题 李广益是否下课,会议则没给出说法。事实上,于根伟只是副总,他无法在会上告诉球员总经理的去留问题。球员们很是困惑,“李广益到底会不会下",68983.txt
3,教育,"清华蹭课保安考取山东师大 立志回北京考研 近日,驻清华大学保安员贾作胜收拾好行李,踌躇满志地去山东师范大学报到。这是驻首都高校保安系统20年来惟一通过自学考上大学的保安员。 贾作胜今年27岁,来自山东菏泽农村,高中毕业后,由于家庭经济等原因,未能如愿继续就读。在打工的几年里,他一直坚持自学,从来没有放弃梦想。2009年12月份,得知在高校当保安有良好的学习条件后,他来到了北京市保安总公司文安分公司。看到他好学上进,公司特意把他安排到了清华大学图书馆当保安员,为他提供了一个博览群",309546.txt
0,体育,"贝克汉姆:史上最会防守的荷兰 我更支持西班牙夺冠 新浪体育讯 周日的世界杯决赛令人期待。两个伟大的,以足球文化著称,又都没有赢得过世界冠军的荷兰和西班牙在世界杯的决赛中相遇。贝克汉姆在最新的专栏中写道,迄今为止他们都在世界杯上踢出了吸引力十足的足球。现全文翻译如下: 我们先看荷兰队,历史上他们有过克鲁伊夫、范巴斯滕这样的优秀球员,一直在强调进攻,在这一点上拥有斯内德、罗本和范佩西的球队承袭了前辈的优点。所不同的是,他们的防守更加坚固,每名球员都为了球队整体在做着努力,这或许是一支最会防",14528.txt
2,财经,"股指期货运行渐趋成熟 国泰君安证券 蒋瑛琨 何 苗 沪深300股指期货挂牌上市以来,时间虽短,但定价效率较高、流动性很好,而且价格发现功能凸显。目前期指在很多日内时段领先于现货,期指成交金额占A股主板市场的比例与海外市场持平甚至超越,已达到发达国家推出期货3到6个月之后的效果。 值得注意的是,目前期指的隔夜持仓量占成交量比例约为7%,远低于海外市场期货推出初期的水平。沪深300期指推出初期持仓量较低与投资者结构有关,在机构尚未大规模入市的情况下,当前活跃的成",824880.txt
3,教育,"合肥环保局称禁噪效果明显 家长要求更严格 昨天是高考首日,合肥环保执法人员执行了最严格的禁噪措施,要求白天距考场周边100米范围内禁止建筑施工。不过,家长们的要求更严格,大约5家工地的工人打扫卫生时产生了一些声响,也让家长们担心吵到考生。 打扫卫生惊动家长 高考两天,合肥市环保局要求,白天距考场周边100米范围内,禁止产生噪声污染的建筑工程施工作业,禁止产生噪声污染的商业、歌舞娱乐等活动。昨天上午8时许,合肥市环保局派出多支检查组,开始巡查全城,随时根据家长投诉进行查处。 上午",302148.txt
2,财经,"期货投资咨询业务五一开闸 8000万门槛维持原判 杨颖桦 核心提示:值得注意的是,随着股指期货的推出,证券机构可能会在证券咨询业务活动涉及到股指期货,但这次的《试行办法》并未涉及此项业务规定。 4月1日下午,中国证监会发布《期货公司期货投资咨询业务试行办法》,该办法将在5月1日正式实施,这意味着,期货界期待已久的期货投资咨询业务将于届时正式开闸。 8000万门槛维持“原判” 资格门槛是业内最为关心的问题之一。对此,证监会有关部门负责人对记者指出,《试行办法》主要是从资本实力和合规角度对",829237.txt
3,教育,"小才女欲效仿蒋方舟 希望写作给自己加分 本报讯 7月27日,第三届全国中小学生创新作文大赛在中山大学落幕。来自重庆永川北山中学初三年级的李雨澈,再次获得了初中组一等奖。这个漂亮的女生从参加第一届比赛开始,共拿了一次特等奖、两次一等奖,是作文大赛中名副其实的常胜将军。 创新作文大赛由北京大学、《课堂内外》杂志社主办,是全国规模最大、最有影响力的两项中小学生作文大赛之一。经过激烈的初赛和复赛,最终有来自北京、上海、天津等26个省市的近400名选手,从100万名学生中脱颖而出,参加",320638.txt
3,教育,"四川高考一本招生8月4日开录 录取现场探秘 -预计明天结束,省内媒体记者获准进入录取场采访 -省教育考试院:绝不违规录取,绝不降低标准录取 昨天,我省今年普通高校招生录取的“重头戏” 本科第一批录取新生工作正式展开,北京大学、清华大学、四川大学等开始成批录取我省新生。据悉,“一本”批次录取预计明天结束。 今年普通高校在我省招生录取工作自上月25日开始艺体院校本科录取,预计会持续到9月9日。据悉,除了艺体院校分本科、专科两段录取外,其余录取将分成六个批次 提前批录取已经结束。 昨天",292855.txt
2,财经,"信贷资产类理财产品火线调查 银行割肉优质资产 基础资产质量大考 非保本背后玄机 本报记者 陈昆才 上海报道 “我们是在割肉。”9月14日,一家股份制银行内部人士直言。 割肉,即将优质信贷资产,很多是今年的新增贷款,通过信托平台出售出去,而“刀法”颇为简单,就是银行自己发售理财产品。 为何选择此时下刀?一家大行理财专家称,因为部分银行迫于资本约束,控制信贷额度,分行没有办法,只能选择转出信贷资产。 在此背景下,信贷资产类理财产品迎来火热行情。9月11日,普益财富发布的报告称,9月4日",800181.txt
2,财经,"次新股基生不逢时 近九成沦陷仅13只赚钱 本报讯 记者敖晓波 刚刚上涨两周的A股市场本周又重新步入了回调之旅,而去年成立的93只股票型基金可谓“生不逢时”。Wind数据显示,截至11月7日,去年成立的股票型基金近九成亏损,仅余13只累计净值在1元以上。 Wind数据显示,截至2011年11月7日,在2010年成立的93只股票型基金中 含指数型基金 ,仅有13只基金累计净值在面值以上,成为去年成立的基金中为数不多赚钱的基金。其中,诺安中小盘精选、光大保德信中小盘、新华行业周期轮换",818039.txt
1,科技,"漩涡里的风暴 富士通平板本成交价9999 富士通13英寸手写平板笔记本近日再次降价,售价为10999元,成交价9999元。与之前平板机型相比,T1010 参数 图片 文章 论坛 做出了大幅优惠,性价比提高不少。其性价比超过欧美品牌,而质量也很有保证。这种平板笔记本支持屏幕手写输入,非常适合上了年纪的大领导使用。我们知道,平板电脑之所以没有得到消费者的充分认可是因为其售价非常高,富士通T1010由标准笔记本电脑改装而来,让这个高价漩涡刮起了一阵降价风暴。 富士通一直坚持在平板电脑",612785.txt
1,科技,"Hitwise预计谷歌将进军游戏行业 新浪科技讯 北京时间7月8日晚间消息,据国外媒体报道,Hitwise分析师希瑟 霍普金斯 Heather Hopkins 在一份报告中预计,谷歌将进军游戏行业。 谷歌近期收购了在线旅行服务公司ITA。对此,霍普金斯在报告中表示:“Hitwise已经等待谷歌这一收购很长时间。当谷歌2006年推出谷歌财经时,我们就关注了谷歌的下游产业,并发现旅行服务很明显是谷歌尚未涉足的一个领域。2008年,当谷歌推出谷歌健康时,我们再度发现了这一点。”",559860.txt
3,教育,"西安交大自主招生今起网上报名 招生300人左右 2009年高考报名工作还未启动,记者11月14日采访获悉,2009年全国将有68所高校实行自主招生,省内5所高校的自主招生报名工作将于近期陆续启动。 据悉,自主招生是扩大高校自主权、深化高校招生录取制度改革的重要举措;也是高校实施“以统一考试录取为主,多元化考试评价”相结合的创新人才选拔机制的探索,这项措施实施几年来,在部分高校中实施效果较好。我省目前获得自主招生资格的学校为西安交通大学、西北工业大学、西安电子科技大学、西北农林科技大学",293762.txt
2,财经,"期市升温推动IB业务竞争加剧 期货公司需加强培训和风控流程支持 本报记者 金士星 中国期货市场目前已成为仅次于美国的全球第二大期货市场,这使得券商为旗下期货公司提供的中间介绍业务 IB 有了更大的发展空间,各家券商的IB业务量稳步成长。但IB业务人员在实际业务操作中依然面临着不少问题,与券商其他新兴业务不同,IB业务在开展初期就面临着激烈的竞争。 IB业务开发的探索 2007年,自沈阳一家期货公司的股指期货部门离职后,佟辉加入广发证券并由此成为了国内最早的券商期货I",823624.txt
1,科技,"北京市公安局首设公共关系组织机构 整合新闻宣传、警民互动等工作 本报北京7月13日电 黄庆畅、马富春 今天,北京市公安局公共关系领导小组成立,并举行了领导小组办公室揭牌仪式,局长傅政华任领导小组组长。这是全国首个省级公安系统公共关系组织机构。 据了解,按照全面推进公共关系建设的部署,北京市各区县公安机关将在7月底前成立领导小组,各单位一把手是公共关系建设的第一责任人。 傅政华表示,公共关系组织机构的设立,不是简单的机构调整和职能合并,而是打破了以往新闻宣传、社会宣传、警",560185.txt
3,教育,"09年东北财经大学会计学考研真题解析 更多信息请访问:新浪考研频道 考研论坛 考研博客圈 特别说明:由于各方面情况的不断调整与变化,新浪网所提供的所有考试信息仅供参考,敬请考生以权威部门公布的正式信息为准。",311789.txt
0,体育,"杜震宇:国足不像一支球队 外界凭啥只对足球尖刻 体坛网记者马德兴马斯喀特报道 北京时间12月20日,国足0比2伊朗,四国赛小组垫底。作为球队的中坚,杜震宇表示,“中国队还不像一支球队。”同时,虽然小组垫底,杜震宇希望外界不再用苛刻的眼光看待中国足球。 “今天比赛输球很正常,在意料之中,我们与伊朗队的整体实力有差距。最主要的问题是,我们的队员都不在状态。”杜震宇认为,“从这两场比赛来看,我们暴露出最大的问题是缺乏组织,今天伊朗赢在哪里?就是球队的组织,踢起来像一个球队。而中国队像吗?”",112194.txt
